country_iso3,sector,ggodelta,fd,pdggo
POL,Plastics,-2850,1193.6519517000002,-2.0475875702723605
POL,Minerals,-4850,2177.4517384200003,-2.0475493321908016
POL,Metals,-3904,1656.9504203,-2.0460770829928094
POL,Machinery,-6624,2906.2397589999996,-2.0451385466677148
POL,Electricals,-10367,4467.213093,-2.0443579380559864
POL,Vehicles,-14302,5727.785435,-2.044235381414008
POL,Manufacturing,-8159,3399.6185989999994,-2.04361607656433
POL,Utilities,-25413,12190.9551435,-2.0433734146053353
POL,Construction,-31851,13699.264384350001,-2.043176268875857
POL,Vehicle Trade,-16104,8942.81923028,-2.0430261875979836
POL,Wholesale Trade,-28819,16405.6054682,-2.0423774369204253
POL,Retail Trade,-37185,20365.301450500003,-2.042196012794657
POL,Hospitality,-15959,8242.7846475,-2.0417146520171334
POL,Inland Transport,-20106,10607.7677311,-2.040533974118
POL,Water Transport,-372,233.18757727,-2.0394682245440325
POL,Air Transport,-775,467.53763342,-2.038655354128105
POL,Transport Services,-8705,3900.83439215,-2.0386354291246125
POL,Communications,-19572,10909.338590799998,-2.0376599182742874
POL,Financial Services,-38020,23100.136689918894,-2.037042033652195
POL,Real Estate,-78961,42835.379378699996,-2.0356950405491756
POL,Business Services,-11121,6704.252965,-2.0351671203727437
POL,Public Services,-57266,36348.91574610001,-2.0349577528145137
POL,Education,-36591,26724.396549000005,-2.0334868772741905
POL,Health,-42274,25244.792916,-2.032997991169899
POL,Other Services,-41000,21624.25311,-2.0315636673257096
POL,Private Households,-2563,2563.2163965179448,-2.0305643808750595
NLD,Agriculture,-12331,7016.694485,-2.03042606727419
NLD,Mining,-162,171.95328462030002,-2.030392534924484
NLD,Food,-61945,28441.848090545205,-2.0277213648916654
NLD,Textiles,-11380,5436.068775025529,-2.027578795780842
NLD,Leather,-1952,947.026381389953,-2.0266034044504377
NLD,Wood,-2752,1414.6715840069996,-2.0253831112116925
NLD,Paper,-16811,8216.2104936,-2.0243095606412758
NLD,Fuel,-17999,9552.3819038583,-2.021793667522101
NLD,Chemicals,-25257,11718.9427238345,-2.0217933131820316
NLD,Plastics,-4039,1838.6453370132901,-2.0212343635180923
NLD,Minerals,-2666,1290.6479684567,-2.02055062022409
NLD,Metals,-5128,2459.1349472345,-2.019777791421802
NLD,Machinery,-6735,3157.952069112,-2.0194408019661565
NLD,Electricals,-10438,5021.152933887,-2.0188045505874492
NLD,Vehicles,-23766,10163.7767267298,-2.0184997520286916
NLD,Manufacturing,-16455,8721.120252114,-2.0164383472016554
NLD,Utilities,-34417,16911.14191826,-2.0157092170096753
NLD,Construction,-4669,2231.6351771374,-2.015536241517065
NLD,Vehicle Trade,-16834,9325.557280854,-2.015532953273033
NLD,Wholesale Trade,-51693,32705.658992368,-2.015334867630248
NLD,Retail Trade,-24900,15299.769592089999,-2.012847327080362
NLD,Hospitality,-34167,18586.493093900004,-2.012766062750372
NLD,Inland Transport,-15898,10616.0850345,-2.0124120538836747
NLD,Water Transport,-1468,768.74332698,-2.011328608518075
NLD,Air Transport,-4296,2065.48882381,-2.0112783795623304
NLD,Transport Services,-14424,9376.4484561,-2.0106513963557324
NLD,Communications,-22135,14786.630466999999,-2.0102309468909736
NLD,Financial Services,-61995,40434.6577318806,-2.00882726990009
NLD,Real Estate,-80755,53545.363135285996,-2.0071012216977344
NLD,Business Services,-22374,16327.1088653,-2.00570198095074
NLD,Public Services,-137776,81041.404168,-2.0047456522324745
NLD,Education,-51715,38085.04519091,-2.004037714117341
NLD,Health,-127103,88648.28359696499,-2.0035577402536506
NLD,Other Services,-41731,26282.149300000005,-2.003308228934079
NLD,Private Households,-3157,3177.717272845744,-2.0031589099859675
ROU,Agriculture,-22247,13312.324428445003,-2.0016831997551523
ROU,Mining,-43,56.835375519,-2.0013523477580053
ROU,Food,-34031,20265.421978172202,-2.0012827574353316
ROU,Textiles,-2929,3081.968969415886,-2.0008269690008724
ROU,Leather,-926,979.5412341620362,-2.0007849735413186
ROU,Wood,-535,354.83176978209997,-1.9985799506178235
ROU,Paper,-1442,1043.3510392970002,-1.996444931632372
ROU,Fuel,-7273,5645.3198200646,-1.996408942253821
ROU,Chemicals,-1942,2397.5945619448,-1.9957343618408467
ROU,Plastics,-369,331.15240224084,-1.9951455301193228
ROU,Minerals,-2099,1423.1016399124,-1.994069086720392
ROU,Metals,-988,900.10215005797,-1.9940627639834647
ROU,Machinery,-842,1153.8352097114198,-1.9926865568875258
ROU,Electricals,-1139,1724.036327608,-1.9915967746764138
ROU,Vehicles,-4101,4373.66576204895,-1.9911502032889068
ROU,Manufacturing,-2714,2104.6940865960005,-1.988366885272617
ROU,Utilities,-9482,4752.535520269999,-1.9872102714302224
ROU,Construction,-3522,2004.811330456,-1.9866632890085643
ROU,Vehicle Trade,-2473,1389.2957867713098,-1.9857667590295622
ROU,Wholesale Trade,-9026,6710.276272479,-1.9852896545962908
ROU,Retail Trade,-8319,5437.55191178667,-1.9842677976965613
ROU,Hospitality,-9679,6222.79351535378,-1.9841619609907801
ROU,Inland Transport,-13635,9104.524691824,-1.9820386852360385
ROU,Water Transport,-58,60.8076614776,-1.9819487201570885
ROU,Air Transport,-792,605.18281,-1.9811955682698046
ROU,Transport Services,-1579,1013.7655905227,-1.9795147716983725
ROU,Communications,-2603,1933.9098385596917,-1.9789430687662504
ROU,Financial Services,-2776,1843.0471582248001,-1.9788017854766655
ROU,Real Estate,-27503,17540.1911275173,-1.9782945060778
ROU,Business Services,-1483,932.83658873,-1.9773654426402103
ROU,Public Services,-14864,11443.062027,-1.977348706909865
ROU,Education,-13462,9635.6323626815,-1.9768774009774464
ROU,Health,-18214,11440.2082354183,-1.9755350454357152
ROU,Other Services,-12711,7375.45751,-1.9746407766231397
ROU,Private Households,0,0.008532959500000001,-1.974497108360592
SVN,Agriculture,-2270,1311.6237744,-1.9744407338293966
SVN,Mining,-52,41.0152448427,-1.974226722822668
SVN,Food,-5177,2371.4743149874,-1.9732479202036604
SVN,Textiles,-1586,710.73177647917,-1.9728201606386988
SVN,Leather,-504,259.529505064104,-1.9718848043201558
SVN,Wood,-92,48.822881177060005,-1.9702786408060013
SVN,Paper,-855,386.53580003999997,-1.969828084939206
SVN,Fuel,-1846,1395.5292830279002,-1.9691364894348284
SVN,Chemicals,-2268,1109.9292883959,-1.9688099028196897
SVN,Plastics,-234,102.2653854196,-1.9668849178134435
SVN,Minerals,-145,79.2270595487,-1.9666014536597534
SVN,Metals,-551,240.08170424379998,-1.966350242225376
SVN,Machinery,-984,446.0879092705,-1.966268477552771
SVN,Electricals,-1123,511.87957970800005,-1.963412040680512
SVN,Vehicles,-3369,1354.5227443478,-1.9625121373429777
SVN,Manufacturing,-1102,532.5306059123,-1.962481507615739
SVN,Utilities,-1769,1027.907198506,-1.959799877294221
SVN,Construction,-405,184.0412556295,-1.9588257903046085
SVN,Vehicle Trade,-1348,726.4391473133,-1.9567168408444577
SVN,Wholesale Trade,-3082,1744.221197465,-1.9547530747033381
SVN,Retail Trade,-2211,1303.783418153,-1.953924896919502
SVN,Hospitality,-2750,1657.6418780999998,-1.9532086094648164
SVN,Inland Transport,-915,496.24194687799996,-1.952793365912874
SVN,Water Transport,-19,17.1411206718,-1.9521306937254161
SVN,Air Transport,-109,79.156167563,-1.9519458392833438
SVN,Transport Services,-1754,990.052529435,-1.9517633122259264
SVN,Communications,-1723,1018.9346101600001,-1.9512010773966582
SVN,Financial Services,-2262,1510.4506998111,-1.9506474248854113
SVN,Real Estate,-4187,2906.1671710551004,-1.9489190261448182
SVN,Business Services,-1143,689.9324690999999,-1.9484410620393435
SVN,Public Services,-6150,3898.91933428,-1.9454514803263139
SVN,Education,-3994,2878.42951271,-1.9453278281062747
SVN,Health,-5269,3257.3194948000005,-1.9449959248632411
SVN,Other Services,-3915,2164.349822,-1.9444185351146432
SVN,Private Households,-33,33.847627198742,-1.9435410761783432
FRA,Agriculture,-79812,40024.818396669994,-1.941975729794235
FRA,Mining,-315,530.65558179146,-1.9419639112328357
FRA,Food,-286049,120970.20373718331,-1.9415178263503419
FRA,Textiles,-52101,25847.478178073892,-1.9395677681101515
FRA,Leather,-12828,6344.861103320165,-1.9384007025104635
FRA,Wood,-5458,2387.591511981,-1.937817616450623
FRA,Paper,-40910,18159.40247768,-1.9377747963107983
FRA,Fuel,-76556,41192.960823124624,-1.9362643738285017
FRA,Chemicals,-124875,55588.22010208841,-1.9361175479502903
FRA,Plastics,-22267,9663.03545016679,-1.9320040447478855
FRA,Minerals,-8730,4145.1097891278005,-1.9316416417768083
FRA,Metals,-16504,7288.63651273843,-1.9314776193049341
FRA,Machinery,-31710,14112.128115688398,-1.9313167253681753
FRA,Electricals,-65843,31483.4442462943,-1.9299940390612518
FRA,Vehicles,-185166,69658.82936527103,-1.9283968889904495
FRA,Manufacturing,-51620,23716.3303293777,-1.9276573335471519
FRA,Utilities,-90419,45241.62266916,-1.927056749820439
FRA,Construction,-33951,16797.1614834937,-1.9269004438742632
FRA,Vehicle Trade,-73943,43072.297348030406,-1.9263785182078268
FRA,Wholesale Trade,-182050,97084.50115737,-1.9234487478376439
FRA,Retail Trade,-127580,77813.97516138,-1.9226709570884173
FRA,Hospitality,-179770,92159.1455773,-1.9224031453329613
FRA,Inland Transport,-83749,50529.77812180001,-1.921916199416238
FRA,Water Transport,-4621,1910.427120078,-1.9214743351525625
FRA,Air Transport,-13557,8692.477449159998,-1.9214207195832578
FRA,Transport Services,-24694,14153.833073959999,-1.9213614179917036
FRA,Communications,-67615,37701.2101403,-1.9213141178719122
FRA,Financial Services,-155342,80433.20805932878,-1.9204050133692947
FRA,Real Estate,-389204,307071.29421112,-1.9190957750948803
FRA,Business Services,-64826,38092.72535670001,-1.9177402346499095
FRA,Public Services,-366101,246777.003672,-1.9177280701112829
FRA,Education,-192758,145568.06814227998,-1.9170385589746677
FRA,Health,-400752,280559.41982000007,-1.9165788361382787
FRA,Other Services,-199016,113391.71809999998,-1.9159315610516474
FRA,Private Households,-13836,13836.9385990955,-1.9131267880399019
EST,Agriculture,-674,356.29620743,-1.9121835148567283
EST,Mining,-35,22.888409705649995,-1.9114873954429537
EST,Food,-3741,1648.5023047254,-1.9096100720210767
EST,Textiles,-865,390.44020336794006,-1.9087176296134658
EST,Leather,-234,106.406394062262,-1.9077222031908663
EST,Wood,-86,42.14583098876,-1.9070617727506969
EST,Paper,-391,176.3970077259,-1.9070373290817766
EST,Fuel,-541,315.8947450239,-1.9053928410726788
EST,Chemicals,-964,447.58234910959993,-1.904499293805515
EST,Plastics,-186,76.02767887296001,-1.9015733420939236
EST,Minerals,-138,67.39764352947,-1.899854753498933
EST,Metals,-166,66.05960397291,-1.8980998705645613
EST,Machinery,-434,192.53796734513003,-1.8973907070272413
EST,Electricals,-689,298.34318034745,-1.8966049605307227
EST,Vehicles,-688,260.1009115766,-1.8960192424421727
EST,Manufacturing,-354,152.35675139958,-1.8954034920139653
EST,Utilities,-960,485.4985853761,-1.8939611304636705
EST,Construction,-283,144.20292981379998,-1.8931434792733044
EST,Vehicle Trade,-451,266.295914413,-1.8916844635019527
EST,Wholesale Trade,-1402,790.4337120843002,-1.8908882042537898
EST,Retail Trade,-950,583.4716476671001,-1.8908699074295348
EST,Hospitality,-1443,767.6161056960001,-1.8902826869750171
EST,Inland Transport,-1255,633.9937533899999,-1.8901057637061638
EST,Water Transport,-84,47.549183890799995,-1.889803917062645
EST,Air Transport,-31,24.945749076700004,-1.8873455426879524
EST,Transport Services,-209,94.64391841199999,-1.8873156013759915
EST,Communications,-468,292.38448673899995,-1.8870788157351532
EST,Financial Services,-611,433.46814118859993,-1.8867988887105767
EST,Real Estate,-2220,1544.7851620999998,-1.8843623682583335
EST,Business Services,-469,320.424116669,-1.8842420854980713
EST,Public Services,-3159,1944.1518019819998,-1.8833539070140792
EST,Education,-1986,1321.5230272400001,-1.8813845496670953
EST,Health,-2018,1177.8418014645001,-1.8798459142433275
EST,Other Services,-1940,1059.6452276,-1.879515641838268
EST,Private Households,0,0.0013335436075,-1.877766510091172
SVK,Agriculture,-5646,3133.2378382599995,-1.8762049672662513
SVK,Mining,-175,125.5152140432,-1.8760490116525026
SVK,Food,-10242,4756.19133145,-1.8751705764538502
SVK,Textiles,-2143,1118.5159447050999,-1.8742911011163539
SVK,Leather,-608,331.55694123989,-1.8742279807094886
SVK,Wood,-546,283.8651149992,-1.8733623797299346
SVK,Paper,-2112,990.8175558299998,-1.8714155008133468
SVK,Fuel,-2512,1098.4810745620998,-1.8710038272621106
SVK,Chemicals,-4546,2289.292022504,-1.8704953014515306
SVK,Plastics,-1593,708.3553545029,-1.8696836013076255
SVK,Minerals,-625,294.63165810600003,-1.8694977210808985
SVK,Metals,-1393,641.0199941679999,-1.8694673364995138
SVK,Machinery,-1473,675.407113805,-1.8688308756271728
SVK,Electricals,-5703,2538.004353778,-1.867394387871851
SVK,Vehicles,-3221,1204.975640258,-1.8635631122539436
SVK,Manufacturing,-2329,1145.5987709362,-1.863039311669808
SVK,Utilities,-11538,4828.8190295,-1.861132007121875
SVK,Construction,-1665,768.21895086,-1.8600681484012451
SVK,Vehicle Trade,-1743,892.8705468349999,-1.8584728669715704
SVK,Wholesale Trade,-6740,3821.6963949469996,-1.858150624974629
SVK,Retail Trade,-5275,3071.82635032,-1.8575613887256683
SVK,Hospitality,-2283,2249.66426836,-1.8573638773549734
SVK,Inland Transport,-3295,1715.78389822,-1.855626868383281
SVK,Water Transport,-45,53.03565803800001,-1.8539010104820988
SVK,Air Transport,-250,171.403293156,-1.8527378066862248
SVK,Transport Services,-2003,877.4880910150001,-1.8518356576687462
SVK,Communications,-2665,1635.9229199,-1.8517834712596666
SVK,Financial Services,-5358,3211.2214956099997,-1.849900835338027
SVK,Real Estate,-5679,3950.7478431,-1.8465675474005143
SVK,Business Services,-1938,1184.45727669,-1.845546766042085
SVK,Public Services,-12674,8024.7738206,-1.8454752239297347
SVK,Education,-4740,3279.9801282999997,-1.843858637417749
SVK,Health,-6225,3541.0760537999995,-1.8433594179689596
SVK,Other Services,-5149,2802.5794499999997,-1.8432863066254617
SVK,Private Households,0,0.024571107615,-1.843061826116737
LTU,Agriculture,-3964,2011.8981741477983,-1.8418997594015047
LTU,Mining,-120,79.422022122534,-1.8403360516449112
LTU,Food,-10472,4740.022298786331,-1.839516894385275
LTU,Textiles,-2094,1032.6862636336011,-1.838927123030844
LTU,Leather,-804,361.14910297955976,-1.8382703949253043
LTU,Wood,-318,161.0757246489586,-1.8382278473498155
LTU,Paper,-493,232.80452790664611,-1.8372360505248122
LTU,Fuel,-7907,3778.3926006135016,-1.8353032486567162
LTU,Chemicals,-1865,889.4177509366052,-1.8347339736851378
LTU,Plastics,-529,233.69977923996103,-1.8337724968939688
LTU,Minerals,-462,225.48380566163,-1.8332734799727792
LTU,Metals,-471,217.184756717238,-1.8327781127349274
LTU,Machinery,-752,353.3692047723208,-1.8323456260361222
LTU,Electricals,-782,357.672678991695,-1.8321533294968695
LTU,Vehicles,-1413,585.7815677960472,-1.8314478040552424
LTU,Manufacturing,-779,381.41823637388296,-1.831438770330109
LTU,Utilities,-1704,888.8710099349217,-1.830801431903698
LTU,Construction,-435,245.19248978620698,-1.8301827787874685
LTU,Vehicle Trade,-1004,625.78289438,-1.828944298137336
LTU,Wholesale Trade,-2240,1574.3994202292001,-1.8287299133905104
LTU,Retail Trade,-1698,1257.0090378809,-1.8284362221382804
LTU,Hospitality,-985,656.2532314829,-1.8267265232054364
LTU,Inland Transport,-1595,1045.1250787965391,-1.8258998075909671
LTU,Water Transport,-40,44.8906632,-1.823539391244192
LTU,Air Transport,-351,166.521087982,-1.821431173473105
LTU,Transport Services,-538,345.93457477939296,-1.8208622285612572
LTU,Communications,-839,567.2171314192299,-1.8201645918161473
LTU,Financial Services,-1028,665.9411049,-1.8193623665054623
LTU,Real Estate,-4615,3023.282471139614,-1.8176404634294632
LTU,Business Services,-738,484.65404366129997,-1.8154727104486714
LTU,Public Services,-6400,4220.440784738054,-1.8148642946531852
LTU,Education,-3403,2473.5586789337463,-1.8147015253896315
LTU,Health,-3332,2088.250759283749,-1.814407366689012
LTU,Other Services,-2103,1188.128214220987,-1.812355533789225
LTU,Private Households,-41,40.96695915317589,-1.812134385257871
ESP,Agriculture,-41014,23694.929389309997,-1.8115596869818869
ESP,Mining,-281,471.5881256024,-1.8112530200036518
ESP,Food,-187983,79550.79637606101,-1.8102620599124974
ESP,Textiles,-39967,19614.1660546812,-1.8098994369293162
ESP,Leather,-15816,7117.03490584509,-1.8088573114221826
ESP,Wood,-2486,1061.8388619505,-1.8076108664054193
ESP,Paper,-24193,11005.350832260001,-1.8070533541061087
ESP,Fuel,-37481,22022.67623045,-1.8056551497926194
ESP,Chemicals,-64581,30394.54008011,-1.8051468124657108
ESP,Plastics,-6536,2786.3228629879995,-1.8040468551396565
ESP,Minerals,-4600,2057.240102675,-1.8031682268950415
ESP,Metals,-9596,4103.563825915,-1.8027998385106259
ESP,Machinery,-19962,8847.35693716,-1.8027309085850274
ESP,Electricals,-27738,12487.702991319999,-1.8022535820775314
ESP,Vehicles,-71885,27172.595233600005,-1.8019698125232102
ESP,Manufacturing,-34018,14354.854396402001,-1.8007744074119882
ESP,Utilities,-42003,21551.9472264,-1.7999965525074533
ESP,Construction,-36123,15081.213774464,-1.799741814847174
ESP,Vehicle Trade,-56404,26688.050828461,-1.7977507274614963
ESP,Wholesale Trade,-65898,38731.05043206,-1.796401934226217
ESP,Retail Trade,-71878,44835.59039982,-1.7940592673973241
ESP,Hospitality,-299305,168392.1881494,-1.7937608304284964
ESP,Inland Transport,-35214,18826.02964716,-1.7934437581281832
ESP,Water Transport,-2027,1005.6876965280001,-1.7933275347998867
ESP,Air Transport,-10744,6146.562001310001,-1.792907562176356
ESP,Transport Services,-33124,16115.77115279,-1.7914125624462467
ESP,Communications,-40526,22559.5392812,-1.7909052395547744
ESP,Financial Services,-66414,45888.17779661899,-1.789172709878853
ESP,Real Estate,-154246,104513.71566619,-1.786036157071729
ESP,Business Services,-27367,17193.926005,-1.7828762580389996
ESP,Public Services,-186167,120451.206984,-1.7828147757060975
ESP,Education,-96675,77822.75893557,-1.7825724725589671
ESP,Health,-199338,122382.95183436999,-1.782432657320402
ESP,Other Services,-139447,79392.20852,-1.782406598735391
ESP,Private Households,0,0.087147429366165,-1.7815511036609168
TWN,Agriculture,-14775,10090.7830264,-1.7800385083922214
TWN,Mining,-3,44.19469083999999,-1.7800077990886758
TWN,Food,-30420,18585.4387554,-1.7796764184172946
TWN,Textiles,-2900,1718.6309266570001,-1.7784285103202926
TWN,Leather,-742,599.4664471696,-1.7778546185072481
TWN,Wood,-70,104.917376825,-1.7774280582092814
TWN,Paper,-3477,2289.6075140000003,-1.7751539890988997
TWN,Fuel,-8775,6994.77781474,-1.7750463490764987
TWN,Chemicals,-9648,6256.7389371,-1.7741506079846374
TWN,Plastics,-1982,1206.2518331400001,-1.774116329498076
TWN,Minerals,-581,354.31867858,-1.77409029089195
TWN,Metals,-2809,1682.0871849999999,-1.7737097729587676
TWN,Machinery,-6715,4772.30361516,-1.771623169329174
TWN,Electricals,-10042,6949.366268899999,-1.7707539652210134
TWN,Vehicles,-9703,6262.75278411,-1.7700109927772918
TWN,Manufacturing,-2045,1359.1333829,-1.7691695339547149
TWN,Utilities,-6693,3647.9402987000003,-1.7691628615699264
TWN,Construction,-432,205.2027807,-1.7669777230544432
TWN,Vehicle Trade,-3728,1861.06053864,-1.766591834528892
TWN,Wholesale Trade,-19838,18696.043671400002,-1.7661552698145337
TWN,Retail Trade,-27697,17566.5589339,-1.764828751067794
TWN,Hospitality,-11771,13255.22523,-1.7646770729302506
TWN,Inland Transport,-6061,4532.351179,-1.7636147154210224
TWN,Water Transport,-391,206.866730692,-1.7634650004351538
TWN,Air Transport,-7229,4321.28750159,-1.7602223182542767
TWN,Transport Services,-2682,2609.0611261,-1.7596138180269283
TWN,Communications,-10057,7105.397887000001,-1.758366223485132
TWN,Financial Services,-29982,23769.148742,-1.758318727879947
TWN,Real Estate,-177,137.00183748999999,-1.7583112601933497
TWN,Business Services,-2646,2171.6101000000003,-1.7579402151839771
TWN,Public Services,-64118,50017.13988999999,-1.757380206072917
TWN,Education,-12655,9548.29014,-1.7567737903790235
TWN,Health,-30777,19784.677315,-1.7566556781986287
TWN,Other Services,-51183,32725.33951,-1.7564318035676179
TWN,Private Households,-3176,3182.8414152275,-1.7560450731538828
CHN,Agriculture,-375472,198632.72439999998,-1.7552321541231017
CHN,Mining,-2570,1613.4634330000001,-1.7551193626371204
CHN,Food,-712413,276958.10853,-1.7543462766544393
CHN,Textiles,-161005,52398.605752,-1.7526887345895306
CHN,Leather,-77388,25686.9257346,-1.752550559365546
CHN,Wood,-5830,1971.232968,-1.7521505897685592
CHN,Paper,-3278,1134.1255899999999,-1.7510918264521456
CHN,Fuel,-9398,4293.15925,-1.7507969807724337
CHN,Chemicals,-57044,21527.028580000002,-1.7494029374848272
CHN,Plastics,-20465,6619.366491000001,-1.7486768203500196
CHN,Minerals,-6106,2293.908597,-1.7479690268657764
CHN,Metals,-14166,5063.68233,-1.7460428009466884
CHN,Machinery,-6367,2221.60457,-1.7459172339680966
CHN,Electricals,-119163,42761.7404,-1.7458955459032095
CHN,Vehicles,-94526,29723.85769,-1.7446863949124591
CHN,Manufacturing,-7299,2959.948627,-1.7435419077706333
CHN,Utilities,-51772,19742.880739999997,-1.7401000487924054
CHN,Construction,-37314,12688.428380000001,-1.7383270297787867
CHN,Vehicle Trade,-69,93.042226,-1.7372612326820114
CHN,Wholesale Trade,-197266,107313.13872999999,-1.7365036339643976
CHN,Retail Trade,-41622,22465.13233,-1.7340263456703728
CHN,Hospitality,-191538,83027.57835000001,-1.7315791935718432
CHN,Inland Transport,-60201,30047.050199999998,-1.7310970920050188
CHN,Water Transport,-6895,3031.9214300000003,-1.7309188529805677
CHN,Air Transport,-3872,1889.48249,-1.730679211756746
CHN,Transport Services,-30674,13622.220319999999,-1.7298857775077363
CHN,Communications,-79333,44237.87538,-1.7286532341560907
CHN,Financial Services,-100507,62446.03115,-1.7261360936297356
CHN,Real Estate,-152910,111251.493436,-1.725757050374923
CHN,Business Services,-98611,46623.17600000001,-1.7249948565566742
CHN,Public Services,-592093,300581.053,-1.7239987166705213
CHN,Education,-424130,211462.1235,-1.7234185110233249
CHN,Health,-480548,182010.11669999998,-1.7216010707458405
CHN,Other Services,-201350,91410.824,-1.7209724793941836
CHN,Private Households,0,1.4483753780000002,-1.7173664326141975
AUS,Agriculture,-17634,9796.685430000001,-1.7172194643914327
AUS,Mining,-3105,2043.7342390000001,-1.71671827491647
AUS,Food,-86566,38736.943799999994,-1.714216616737465
AUS,Textiles,-19950,8660.350893,-1.7138601686056112
AUS,Leather,-2102,897.9806321,-1.7136146631519742
AUS,Wood,-837,408.0431097,-1.713460231027572
AUS,Paper,-15995,8061.337892,-1.713303091714751
AUS,Fuel,-17720,10602.858380000001,-1.7131125611890214
AUS,Chemicals,-27193,13253.402999999998,-1.7126727316608927
AUS,Plastics,-5582,2512.697501,-1.712595757042647
AUS,Minerals,-3384,1549.30479,-1.7116325828059697
AUS,Metals,-7014,3267.2803,-1.7113793691300003
AUS,Machinery,-9372,4411.178653000001,-1.7105787304891091
AUS,Electricals,-12147,6349.291681000001,-1.7103252855556008
AUS,Vehicles,-32035,13475.81345,-1.7090428558899537
AUS,Manufacturing,-17267,7889.101155,-1.7067444451756284
AUS,Utilities,-28008,15124.878494,-1.7066302546647074
AUS,Construction,-11790,4837.49917,-1.7060477053975196
AUS,Vehicle Trade,-33101,16988.453305000003,-1.7034409595691387
AUS,Wholesale Trade,-83000,41944.57505,-1.703302567693496
AUS,Retail Trade,-50697,27023.281207,-1.7029438714267706
AUS,Hospitality,-61302,32802.3262027,-1.7019341997316169
AUS,Inland Transport,-24274,12112.5465,-1.7019275771841165
AUS,Water Transport,-932,497.27141499999993,-1.7018428427655794
AUS,Air Transport,-11134,7528.16103,-1.7017947493378276
AUS,Transport Services,-14837,7102.776132,-1.7014255814103172
AUS,Communications,-24307,13447.031356,-1.7008240708078401
AUS,Financial Services,-71108,45723.763337,-1.7000692598364704
AUS,Real Estate,-127977,82150.00817,-1.6992179585747509
AUS,Business Services,-21243,11302.38,-1.6985556998451752
AUS,Public Services,-120385,62492.910330000006,-1.6982221391797272
AUS,Education,-64635,45979.3605,-1.6981537465024363
AUS,Health,-113179,81741.65560000001,-1.6970741078875706
AUS,Other Services,-94498,50366.565299999995,-1.6964564800243414
AUS,Private Households,0,0.020750605,-1.6958338089099225
LVA,Agriculture,-2911,1423.91894580267,-1.693606266447183
LVA,Mining,-174,112.28837408943,-1.6936046540336376
LVA,Food,-5673,2483.540838707,-1.6928615656207349
LVA,Textiles,-1116,517.11348550142,-1.69248389625772
LVA,Leather,-246,115.60487990789001,-1.6919281476409642
LVA,Wood,-396,178.67177723313,-1.6909819166211684
LVA,Paper,-342,155.1054624242,-1.6908750772517118
LVA,Fuel,-289,204.42269593291599,-1.6907401609716162
LVA,Chemicals,-703,462.8306414074,-1.6894393708077267
LVA,Plastics,-119,49.1787180426,-1.6889874726997631
LVA,Minerals,-78,42.3475814044,-1.6885189901549227
LVA,Metals,-182,75.43685882161998,-1.6884382720668494
LVA,Machinery,-207,90.15843743486,-1.6873896279993885
LVA,Electricals,-163,66.6256683392,-1.6865048111039533
LVA,Vehicles,-538,235.33879384021998,-1.6850177018268813
LVA,Manufacturing,-424,196.9059581903,-1.682338907925107
LVA,Utilities,-2418,1131.6088059923002,-1.6808292560600047
LVA,Construction,-606,258.04116307429996,-1.679264317153358
LVA,Vehicle Trade,-845,511.38599499398,-1.6780702667235285
LVA,Wholesale Trade,-2638,1507.9430492970002,-1.677798036885053
LVA,Retail Trade,-1836,1128.1967837996003,-1.677271557416807
LVA,Hospitality,-1686,949.8343527070001,-1.6767621402018513
LVA,Inland Transport,-1634,901.9851853307099,-1.6767243022766927
LVA,Water Transport,-2,1.184526572921,-1.6762443204493598
LVA,Air Transport,-250,156.98274653619998,-1.6761944874376649
LVA,Transport Services,-123,84.22331509363,-1.6747904223036714
LVA,Communications,-544,329.87106096042004,-1.6745631521186688
LVA,Financial Services,-1767,1306.3117505112,-1.6737589827929529
LVA,Real Estate,-4062,2114.12593277,-1.6731121291741258
LVA,Business Services,-316,204.0341873796,-1.6728810562454175
LVA,Public Services,-5513,3862.3216263514996,-1.6718596985424239
LVA,Education,-2617,1868.91107033178,-1.6712474471435879
LVA,Health,-2209,1392.9180918390502,-1.6711581902604402
LVA,Other Services,-3615,1958.7691119595097,-1.670687220480504
LVA,Private Households,0,0.00175877155802,-1.6706051149159007
IRL,Agriculture,-5164,2615.1592032000003,-1.6699491114665381
IRL,Mining,-535,506.465920207,-1.6697833471015915
IRL,Food,-17518,8673.23132,-1.6685239580405216
IRL,Textiles,-4969,2511.759490174,-1.6676484441075734
IRL,Leather,-781,387.49056359099995,-1.665765064394033
IRL,Wood,-308,143.094480949,-1.6639112887404321
IRL,Paper,-8150,4107.308504155,-1.6632112738748779
IRL,Fuel,-5399,3177.34400861,-1.6614094084357331
IRL,Chemicals,-9961,5194.167074700001,-1.6595071220146196
IRL,Plastics,-2029,937.0374492400001,-1.6589831834799373
IRL,Minerals,-577,298.96465394300003,-1.658797789710192
IRL,Metals,-1284,591.20228196,-1.6587806470398436
IRL,Machinery,-1517,721.8790144200001,-1.6576205734091127
IRL,Electricals,-5286,2280.22182441,-1.6574187165066585
IRL,Vehicles,-7190,3009.630408436,-1.6570695983720996
IRL,Manufacturing,-2540,1333.0584356399997,-1.6569947538469403
IRL,Utilities,-5074,2964.4212496130003,-1.6569340218817097
IRL,Construction,-787,390.2921213,-1.656878293020343
